track_id,track_name,artist_name,album_name,release_date,popularity
1B6L9Bawug9Vqmn0Ep2EG9,Jumbo Pop Hustle,Michael Giacchino,Zootopia (Original Motion Picture Soundtrack / Japanese version),2016-04-20,8
2fq9f9oUk87lmhJ4F8nKep,Japanese Soul,PAN,BEST PAN,2015-01-21,10
5OgpHpHMFfTAcBqtE02GJy,Fabulous Music for Japanese Coffeehouses,Japanese City Pop,Feelings for 80s Vibes,2021-07-13,0
0P8lGg1jZTPg6mBXvtxVMr,花一匁,ZUTOMAYO,Japan Best Hits 2023,2023-12-01,10
6kQwsSnqmzblJKbKN1XS4f,Moon Glider - International Teachers of Pop Remix,Japanese Television,III (Remixed),2021-03-19,0
5iq8VhHngRl6y5Q81a7iE7,星月夜,YU-KA,Japan Best Hits 2023,2023-12-01,19
6M6zMWFfdKofffXrjWCKpH,Beauty and the Beast - Japanese Version,POPURA,Ultimate Princess Celebration Album,2021-08-04,6
0Th10BWsJU2cuiNB9dLxXJ,Habit,SEKAI NO OWARI,J-POP & J-ROCK : JAPAN BEST HITS,2023-04-03,12
54l4rYcpKvkWGoiU3IC1yf,Introducing Mary Poppins - Japanese Version,Yuji Kishi,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,6
5OF2V2Paf4fJ8oHWpw6xic,ユートピア,imase,Japan Best Hits 2023,2023-12-01,15
5l81dgnjLcl8OXRsweNYZf,Creepin' - Japanese city pop version,Sei the vibemaker,Die With A Smile (city pop album),2024-09-29,0
3pXjRWXu228GCnACfcyJaR,Strangers - Japanese city pop version,Sei the vibemaker,Die With A Smile (city pop album),2024-09-29,0
7Ccz2RwXNftv7dyO1TXG5b,45秒,respon,45秒,2020-01-14,30
5cVg4oZxmaDSMjXfOUpCLF,Espresso - Japanese city pop version,Sei the vibemaker,Die With A Smile (city pop album),2024-09-29,1
47Io7OyiGaNvTt0XLi2RD2,TOKYO GIRL - Remastered,Perfume,"Perfume The Best ""P Cubed""",2019-09-18,25
4FAyLifFIDO0EPBISwAc5P,Mario Likes Sushi,Japanese Jenn,J POP,2023-11-24,0
2VCHo54KrGtks8YN21nvdF,願い,Perfume,Dream Fighter,2008-11-19,7
5eXgKOLDOnVfMhlQ8ayPKz,TYKHO,Fudge,Pop Japanese Style!,1998,0
5bbh9VgR6KVBR7nXxXPD0g,Blitzkrieg POP,Wienners,CULT POP JAPAN,2010-07-07,5
5H4imzgaE1tl4zK6xiSDoc,China Walls,Japanese Jenn,J POP,2023-11-24,0
7kpT3oYQ3qXbNtGPCmPkr1,月光浴,ヨルシカ,Japan Best Hits 2023,2023-12-01,8
1KYtZHFfixEAxkYQEAMAW7,Legend,Japanese Jenn,Pretty Popular,2022-12-30,0
1maYOUqPseBfKiyFfW3dQx,ポリリズム,Perfume,Perfume Global Compilation “LOVE THE WORLD”,2012-09-12,8
4LI1knUsIyO4Yd1gWIooac,Einstein Created Frankenstein,Film,Pop Japanese Style!,1998,0
3OFI81BBDm3azb9dKucmKM,Numb,Minty,2Min,2021-11-10,20
122CXiZwvFtV5IXNu24h9O,Wing,ASKA Japanese Drum Troupe,POPCORN,2015-10-06,1
0aKehtiSSLioWlSUjyHFvQ,Why can you stand？,Wienners,CULT POP JAPAN,2010-07-07,5
0g9xgFtdZMRhf8TLsYNMGS,How Much Is This Love?,Plarine,Pop Japanese Style!,1998,1
12wIQe29jfIbLV0Zyj0u0k,KonichiwaTempraSushiNatto - POP SOS Ver.,meiyo,POP SOS,2023-12-06,10
4BSn3sFZIa1jS3BPQplu0S,Musica Machina,California Roma,Pop Japanese Style!,1998,1
2oYeq36zKgr822jhxewMnD,ローリンソウル・ハッピーデイズ,Pop Never Dies,戦略的生存,2023-02-22,23
7nOCofHAJv18NJtS0yoJeE,And Birds Are Singing,Archaic Smile,Pop Japanese Style!,1998,1
1ivGEPnbOwxXEjHH87Dfoz,フラッシュバックJ-popカウントダウン,Denki Groove,VOXXX,1999,3
4KWP98pFaSQlFAXtVq9bDd,Silver Sodapop,One Star,Pop Japanese Style!,1998,2
0MfNW7gSb0SimpK5lptl0s,支離滅裂に愛し愛されようじゃないか,Pop Never Dies,美しく生きていたいだけ,2021-12-08,26
3MafYsvAHr4D2MNFdEZkpx,Mona,Marbles,Pop Japanese Style!,1998,1
6CykWTWBN1BaMXIZx58ZAv,僕らだ,imase,Best of imase: NIGHT DANCER & Viral Hits,2023-08-18,19
0kzRlHG9S4YKKxIXQoGQvo,Wind of Pattaya,ASKA Japanese Drum Troupe,POPCORN,2015-10-06,1
3KzO8WNWVSr51aCatFyubA,Whitney,Bûche De Noël,Pop Japanese Style!,1998,1
7qzxgasHMMFwtWp2NT98nc,Drum Echo,Hour Musik,Pop Japanese Style!,1998,0
5P13lQ3ToRfBom7vtMjfPc,Japanese Girl,Akiko Ikuina,"Nihon ""Ikuina"" Kikou + Single Collection",2017-11-01,7
5CWSSeHWkWhruWaQqlCIu3,Walk,Etoile,Pop Japanese Style!,1998,0
4opcLxM4AjoTzzsmhwnTy3,Tapping Beats,CAPSULE,STEREO WORXXX,2012-03-07,6
0xuVVzXW5l97lr00H2hgAV,Embrace,Heartful Cafe Music,Japanese City Pop,2024-09-17,1
0Yi8KPjIyDvmkm8gtlt6pA,なにやってもうまくいかない,meiyo,J-POP Karaoke Hits 2023 in Taiwan,2023-07-27,9
5CrLWtTQCxQtsa1z1h6Cn7,Kandi Krishna,Geraint Hughes,"Japanese EDM Pop Fusion, Vol. 1",2015-10-28,0
0vkFtbxkIRNRUNN7gXiio6,Kaimono Boogie,Kasagi Shizuko,"Japanese Retro Hits - The Fifties, Volume 1",2012-10-02,7
1CcaJY0RxNT478dPnw9DyF,Sweet Magic,Heartful Cafe Music,Japanese City Pop,2024-09-17,2
7mvPndX8CwXnLdP8zrDefv,Pop Girl,Kumisolo,Kabuki femme fatale,2017-04-07,8
2p1i3gfUkx8wkvH25tG948,二人のストーリー,Upbeat Flickers,Japanese CYTY POP / chill & mellow Mix.,2024-10-11,0
4Lu25hTKbBOkBil2PFJjLY,あっけない,POP ART TOWN,Sensation,2020-11-18,11
4wUvqU1sT850e9U5RoF588,In the Moonlight,Upbeat Flickers,Japanese CYTY POP / chill & mellow Mix.,2024-10-11,0
5eAzJJwe8pWVh9k0EPx3YM,Cling Cling,Perfume,"Perfume The Best ""P Cubed""",2019-09-18,17
41VEFQVfPxhBmjW6jTJasn,ナルコレプシー,Lo-Fi Anime Girl,Japanese City Pop,2024-04-03,0
6lM9gSZ5ZtyNTTF0qmC7BL,秒針を噛む,ZUTOMAYO,J-POP & J-ROCK : JAPAN BEST HITS,2023-04-03,8
6MsFrBybvZ8FD6eUOE931f,エクスタシー,Lo-Fi Anime Girl,Japanese City Pop,2024-04-03,2
0dVUilhZwgZRVZbwcSvVlG,セイウチ,Shonen Knife,Candy Rock,2003-05-22,9
2vT054P21FKXUOYUlMI0Ug,Night Dance,Pixel Frequency,Japanese 80s Pop Synthwave: Dark Cyberpunk Asian City Mix,2021-02-09,0
1VvFZxduYrw6pSKsGU1tFB,Lamp,Minty,2Min,2021-11-10,21
4re3kAkxdos4a6En4cePj7,Reaching for the Stars,"Isha Erskine,Chris Stoll,Rayko Dig","Japanese EDM Pop Fusion, Vol. 1",2015-10-28,0
5PVQ6DaTF4dVuRo8mXMwU6,Shinunoga E-Wa,Fujii Kaze,Pop Hits 2023,2023-02-08,7
7l8u7fXe6Ryu1X7ynlKbEW,Yorokobu Nights,Gustavo Pereira,"Japanese EDM Pop Fusion, Vol. 1",2015-10-28,0
0BMnWM7Pkvt3e7dWoXqIKO,Never Let Me Go,CAPSULE,STEREO WORXXX,2012-03-07,7
02SFBTVCKYniE8cvk8Vpw4,I've Already Known - Unplugged,Heartful Cafe Music,Japanese City Pop,2024-09-17,1
3WxG0neDA5qzJfPHCrkQB7,Plastic,FEMM,dollhouse,2018-08-04,5
4R9u5GxRY2Ge7KZkKuUt4k,"Stay with me, my love",Upbeat Flickers,Japanese CYTY POP / chill & mellow Mix.,2024-10-11,0
3dHbLDh0o958runKIwcyW4,Flow,Chip Tanaka,Flow,2024-09-27,7
3U1kXlZfVtua6p6jfxAhEL,Tokyo Nights,Upbeat Flickers,Japanese CYTY POP / chill & mellow Mix.,2024-10-11,0
5liHinnLOeybFFzmDATaGG,JELLYFISH,POP ART TOWN,Spice,2024-09-04,14
7uLdVNpTsCZT5AyzTvzPSV,Cyber Geisha,Gustavo Pereira,"Japanese EDM Pop Fusion, Vol. 1",2015-10-28,0
0N8Z5PU7bVyyAHhL7rsVx1,tong poo,fox capture plan,Wall,2014-07-09,10
0f6be2BuHsPMp4aWio9L6h,Jirettaiwa,Heartful Cafe Music,Japanese City Pop,2024-09-17,2
2L0oz5vA79JubyUKMAzaVW,Wave Runner,CAPSULE,WAVE RUNNER,2015-02-16,9
3ZKIlnf21Dfc31CGXZLOWh,My Path,Upbeat Flickers,Japanese CYTY POP / chill & mellow Mix.,2024-10-11,0
63IJt9iCC2EATHHCqnefJP,ユートピア,imase,Best of imase: NIGHT DANCER & Viral Hits,2023-08-18,17
6gKUJfMT7nRAgz64KKH4yu,Dame Da Ne,Pixel Frequency,Japanese 80s Pop Synthwave: Dark Cyberpunk Asian City Mix,2021-02-09,1
6rV9sU1PmiTpyPtpqGjXmh,アルジャーノン,ヨルシカ,Japan Best Hits 2023,2023-12-01,17
2UUIkeDFE9g8n2XkXrPeFB,Metropolis,Pixel Frequency,Japanese 80s Pop Synthwave: Dark Cyberpunk Asian City Mix,2021-02-09,1
65qyHf0H6IS3ffkuaQVsis,ナイトウォーカー,sumika,Shake & Shake / ナイトウォーカー,2021-06-02,24
5K7Vzl5hJAzoBy9wKS7vFf,梅雨雷,Lo-Fi Anime Girl,Japanese City Pop,2024-04-03,1
3telAOl35qmZOIIloTHAMW,Reijin no Uta,Noboru Kirishima,Japanese Retro Hits - The Post War Years,2012-10-01,10
7DuaDvfjtnohHR8NUsMZ2J,Digital 2077,Pixel Frequency,Japanese 80s Pop Synthwave: Dark Cyberpunk Asian City Mix,2021-02-09,0
5VfOpCspPcQcoCabUkJqMb,fuuhai,popcatcher,poikilotherms,2001-07-25,3
09n4ny2N6BabE31TPl9ogu,Tokyo Hajimari,Pixel Frequency,Japanese 80s Pop Synthwave: Dark Cyberpunk Asian City Mix,2021-02-09,1
0fAX1wgyLoyj1yDiKSoQaY,ガーデン,Fujii Kaze,City Pop Essentials ~ Summer ~,2023-08-02,20
6ceq5F7WBDBQtmQAyyWcaL,Dancing Beat,Heartful Cafe Music,Japanese City Pop,2024-09-17,2
0obOdSQGd0fBlYDYK04VVe,唱,Ado,Japan Best Hits 2023,2023-12-01,18
1udcyvQ35pCouUxHzR0X3z,星月夜,Lo-Fi Anime Girl,Japanese City Pop,2024-04-03,1
2K8YBd60jggeLvXEmC3g2E,escape,Japanese Football,escape,2021-12-25,5
2RCG8EniDOLaekjbwUHmJB,Eastern Euphoria,Edouard Reny,"Japanese EDM Pop Fusion, Vol. 1",2015-10-28,0
0bxQJT41DNyJ92QPMpo2v7,Nagisa,UWANOSORA,Hidamari,2017-10-11,6
1rBIh0Qnf5uvVNej6WBh55,君と過ごす夏,Upbeat Flickers,Japanese CYTY POP / chill & mellow Mix.,2024-10-11,0
614REQ1SBvr5WNo2aY31F8,あそびたりない,POP ART TOWN,Sensation,2020-11-18,13
210bLus5viOi8K7VdevMVa,神渡し,Lo-Fi Anime Girl,Japanese City Pop,2024-04-03,0
7zUnvfk09vqrum3bFIkXR8,NINJA POP CITY,GRAPEVINE,NINJA POP CITY,2024-07-10,6
0DHtRQlwxYUkMQBvYprM5e,Denim Snowflake,Pixel Frequency,Japanese 80s Pop Synthwave: Dark Cyberpunk Asian City Mix,2021-02-09,1
6Vij0thxk7bUWXCleqI9Ei,pretty pretty good,POP,P.O.P,2015-08-04,9
0nKavXM0bvOKGjmhCX7sjN,ドーパミン,Lo-Fi Anime Girl,Japanese City Pop,2024-04-03,1
2c5HzKQioAoKiqTroDKOKu,ポリゴンウェイヴ - Remix,Perfume,ポリゴンウェイヴ EP,2021-09-22,12
205E5z7a4C9R5hbPpykVvN,Breaking Free,Upbeat Flickers,Japanese CYTY POP / chill & mellow Mix.,2024-10-11,0
6V9YXyJefH2GW36ZnmbvHe,Phantom,CAPSULE,MORE! MORE! MORE!,2008-11-19,6
6sLTaVXSIsgu6EI39HYB9G,Rushing Through,Pixel Frequency,Japanese 80s Pop Synthwave: Dark Cyberpunk Asian City Mix,2021-02-09,0
2YjN4dRXFD3GhCjjJnbHAh,POPO'Cafe,popogo,POPO'Cafe,2023-02-17,9
2tHancIVnGdxP6hEOUYDZY,Digital Dragons,Edouard Reny,"Japanese EDM Pop Fusion, Vol. 1",2015-10-28,0
2wdHnWbgLUS1GGyTjU2rJt,If you wanna,Perfume,"Perfume The Best ""P Cubed""",2019-09-18,15
1o63xqwaDyEQdz4MOKsUCZ,Garnet Star - Unplugged,Heartful Cafe Music,Japanese City Pop,2024-09-17,1
7udCeHF5uzkaID4BM3iTiL,Easy Escape,Pop Never Dies,The Gunshot in August,2024-09-04,5
2yw36GADzfEts55PG9srJa,君と踊る,Upbeat Flickers,Japanese CYTY POP / chill & mellow Mix.,2024-10-11,0
0hzbX6sMg55b3f5PZ7GutV,Stay With Me,Carousels,Pop,2013-07-03,7
1oTR4qYmf1vYZnoM00Wr8U,Wabi Sabi,Gustavo Pereira,"Japanese EDM Pop Fusion, Vol. 1",2015-10-28,1
3bwaOayvqixLTNIWLLYRiI,救われ升,Pop Never Dies,救われ升,2020-03-11,22
2xpU9klKBNVxhpoOfE5CBu,夏の魔法に包まれて,Upbeat Flickers,Japanese CYTY POP / chill & mellow Mix.,2024-10-11,0
4Ye7pB6l2pl9uCxnmRaFTR,Dropping the Needle,Chill Beats Base,80's Japanese Girls,2024-07-29,10
3G1xPWzyxYTrq9Pt7NLh8b,Drive my way,Upbeat Flickers,Japanese Neo CITY POP / Future Funk / chill & melodic Mix,2024-09-15,1
3wKUiwBqAdH3Xp3qb7DXzd,おちつけ,Toko Miura,City Pop Essentials - Idols -,2023-07-12,6
5NNS2cULdfimvZ6jNkxQaj,Lingo,Lo Fi Hip Hop,"Japanese Breakfast LoFi: 80s City Pop Radio Music, Jazzhop Edition",2021-01-27,0
4dfM9t0TsH6YLdXZoY7yNx,Ore wa matteru ze,Yujiro Ishihara,"Japanese Retro Hits - The Fifties, Volume 5",2012-10-04,3
1YYmqRqDVwyBwcFvtY7eCh,Beauty and the Beast,POPURA,My First Disney Original Soundtrack Best Japanese Version,2003-11-27,7
1NQRePkVaKqmwA0lB6APwz,Dancing Planet,CAPSULE,WAVE RUNNER,2015-02-16,9
2v33Fto4qyIHTWyOs8Udc7,Wake Up Call,Little Chill-dren,"Japanese Breakfast LoFi: 80s City Pop Radio Music, Jazzhop Edition",2021-01-27,1
2uHeaHtQT8pByvStsmgHbK,Motor Force,CAPSULE,STEREO WORXXX,2012-03-07,4
434hMlo8tcWCboIU8aQ1gA,Break the walls,Upbeat Flickers,Japanese Neo CITY POP / Future Funk / chill & melodic Mix,2024-09-15,1
4S1wx9wnVUjwbD5RuK8LRz,レトロメモリー,CAPSULE,レトロメモリー,2004-02-04,4
2dtp2UbxczRijDkKYgr0eg,Shojo Disconnect,"From Japan, 24/7 lofi","Japanese Breakfast LoFi: 80s City Pop Radio Music, Jazzhop Edition",2021-01-27,0
4aZusfigYwHo6LhXcphgY3,Aishuu ressha,Michiya Mihashi,"Japanese Retro Hits - The Fifties, Volume 5",2012-10-04,4
1B7rPOacD4gmVlESdYO7Tt,Slow Beat,Radio Homework,"Japanese Breakfast LoFi: 80s City Pop Radio Music, Jazzhop Edition",2021-01-27,1
3eIMYczHhKJQSHD5RdVMIJ,TAKES TIME,AAAMYYY,TAKES TIME,2021-08-04,7
4ZAcuUH7F1MQuZXIrE0Ibq,Be Our Guest,POPURA,My First Disney Original Soundtrack Best Japanese Version,2003-11-27,6
4Ae5xBX6ESY0Jo3T7fo1KB,Part Time Summer,THREE1989,Part Time Summer,2019-07-24,17
44y6wXHccqWBg2GSUYVo5e,Fallin' for you,Upbeat Flickers,Japanese Neo CITY POP / Future Funk / chill & melodic Mix,2024-09-15,3
03PpOObalyCCalw1u7kXb2,最高到達点,SEKAI NO OWARI,J-POP Viral Hits 2023 in China,2023-11-07,20
33x1lCMtFPg7S5S81hJOWi,JazzHop Innuendo,From Japan,"Japanese Breakfast LoFi: 80s City Pop Radio Music, Jazzhop Edition",2021-01-27,1
1Uhyo0A9Sy5j0EiHgAuZHw,Minor,Minty,Minor,2022-05-26,23
6iIhKm01kPUPzhK3HKprdZ,Afternoon Glow,Upbeat Flickers,Japanese Neo CITY POP / Future Funk / chill & melodic Mix,2024-09-15,2
1ZKcAsJc7cbSQ75NwqMLVu,"Tokyo, 2021",Japanese Baseball,Japanese Baseball - EP,2020-06-26,5
0KgWmn3zGR3KcSM2J7kFpA,you're my lover,林はゆる,you're my lover,2024-09-17,8
4LVD1woA0wrjMDcQu4zYKJ,Hajimari,Lo$t Glo-Fi,"Japanese Breakfast LoFi: 80s City Pop Radio Music, Jazzhop Edition",2021-01-27,2
3WRyWUzafGKeRtaDIbJAEw,Ele pop,hitomi,huma-rhythm,2002-01-30,4
2rPftRaSAyOXfwTLzcmYaZ,Dancing free,Upbeat Flickers,Japanese Neo CITY POP / Future Funk / chill & melodic Mix,2024-09-15,2
22hBMseDEDN7DfZuCxMHDc,写真,CAPSULE,花火,2001-07-04,3
3CfC6kl4RMQb7OTepQou9Q,Ohayo!,Thrilled Bow,"Japanese Breakfast LoFi: 80s City Pop Radio Music, Jazzhop Edition",2021-01-27,1
6QpL3iC07TGAt8Blw8cYZg,Nagisa,imase,Japan Best Hits 2023,2023-12-01,9
4Py4sOeoBdblZR1saGgjc1,Insane Loud Car Exhausts,Japanese Car Sounds,Race Car Cracks and Pops ASMR,2023-09-16,1
6zWkm0EyPYKCxaSB8FmKDb,WABISABI WASABI,NEO JAPONISM,WABISABI WASABI,2023-06-28,6
4QQP17SvprRQ38n38uId1p,Moonlit waves,Upbeat Flickers,Japanese Neo CITY POP / Future Funk / chill & melodic Mix,2024-09-15,1
64eUF5Z6TwYdywqc6QjSRb,Hold Your Hand,Perfume,Cling Cling,2014-07-23,13
7rwrdeqUnHqOMri1U0U4DN,Denim Walk,Buffalo Chilled Milk,"Japanese Breakfast LoFi: 80s City Pop Radio Music, Jazzhop Edition",2021-01-27,1
36Dj3dMzJSxTELfoUqg31N,Beyond The Sky,CAPSULE,WAVE RUNNER,2015-02-16,8
0yjcS3egtQN0mz3Lv3LLRU,the one with the japanese virtual pop star,WeWillLookBackAtYouAndLoveYouForever!!!!!,the one with the japanese virtual pop star,2024-09-15,1
74pL2vsUCUqOUWeZywYe6R,Relax In The City,Perfume,Relax In The City / Pick Me Up,2015-05-06,15
6e9k6JDgA0KHja34xB5kQy,Aamer Jabar,原 みどり,"DJ NOTOYA Presents TOKYO GLOW: Japanese City Pop, Funk & Boogie",2021-12-10,5
5HSUhlcZfZyJiwfvU2YbNR,POP MASTER,Nana Mizuki,THE MUSEUM II,2011-11-23,14
1dlC6wRujqTcgw4pEsu9OX,Paradise's Dream,荒川バンド,"DJ NOTOYA Presents TOKYO GLOW: Japanese City Pop, Funk & Boogie",2021-12-10,6
2eURd6PjdtWZNQ4GTYvfeD,花火,CAPSULE,ハイカラガール,2001-09-17,5
5QQkbzjFzR8fmYocUTCHRr,Chigasaki Memory,Mitsuko Horie,"DJ NOTOYA Presents TOKYO GLOW: Japanese City Pop, Funk & Boogie",2021-12-10,5
4aIfFzYP1WiVHyFbTS551F,I Wander All Alone (Part III),New Generation Company,"DJ NOTOYA Presents TOKYO GLOW: Japanese City Pop, Funk & Boogie",2021-12-10,5
2J9tIwOpQ1x156aUx4KLY8,Love Me,CAPSULE,FLASH BACK,2007-12-05,4
2oggETeGcMwuJLqJ8KHbXp,Say Yes To Heaven - Japanese city pop version,Sei the vibemaker,Die With A Smile (city pop album),2024-09-29,1
2ngFXp9AGmyM8bmohPu7cC,NIGHT DANCER,imase,J-POP Viral Hits: loved by K-POP stars,2023-06-16,2
74vBH4rLXKDSFTwxsaVTcc,My Love Mine All Mine - Japanese city pop version,Sei the vibemaker,Die With A Smile (city pop album),2024-09-29,0
6hnMHW2qnuIDJ1MAwAxO3P,Scent of sweet,the pillows,"Another morning, Another pillows",2002-10-23,4
0hhMHwbqOOCTR5fe0Fuk3w,Super Shy - Japanese city pop version,Sei the vibemaker,Die With A Smile (city pop album),2024-09-29,1
1VKrEFmp8YqKXcnBq0aCKa,ターコイズ,SEKAI NO OWARI,Japan Best Hits 2023,2023-12-01,13
78Q57cmIpezgJn9kWpzh9z,Love Lee - Japanese city pop version,Sei the vibemaker,Die With A Smile (city pop album),2024-09-29,0
5LlUSWEKF5uCZ9icRZPb9a,さくら,CAPSULE,さくら,2001-03-28,3
3t3ObBxkJeNERMhwPy54kK,Boy’s a liar - Japanese city pop version,Sei the vibemaker,Die With A Smile (city pop album),2024-09-29,0
5vAz7Eu5MYpBgQOaB80WRh,強がりは赤いリップなら,POP ART TOWN,ART MUSEUM,2022-11-16,9
3tGUzHMBKteOJoaDActjEB,Asian City Pop,Soft Jazz Mood,"Cocktail Bar in Tokyo: 60s-70s Japanese Jazz Funk Music, Asian Citypop, Funky Lounge, Oldschool Vibes",2021-08-12,1
15iUxYEJLqCUAmQbWoLiSr,ずるい人,POP ART TOWN,ずるい人,2023-11-01,9
2FVKv2IETQ57yjIjSHDUsJ,That girl who doesn't listen to Japanese rock always sings about love,Haruna,That girl who doesn't listen to Japanese rock always sings about love,2024-01-23,1
1en4MSL1Fi4wPlDLSeKPSx,Show me your love,kolme,Show me your love,2020-03-09,8
7yb3wZHHLR7LahXWiTfHjn,Nowhere to Go But Up - Japanese Version,Hisako Ohkata,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,7
1QztLmC249gaFjEatpshXQ,A Cover Is Not the Book - Japanese Version,Ayaka Hirahara,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,12
1XZm7uC7ke6ETwkMZ0jjQe,前頭葉,Pop Never Dies,上々,2020-11-11,15
2k4I7rf9vMTIvQWDD2mKLS,(Underneath the) Lovely London Sky - Japanese Version,Yuji Kishi,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,6
1SzBXRjTDQRbllks8Erlu7,ポイント,Perfume,Spending all my time,2012-08-15,1
7MDzRktCEumZb2D9eCivOP,The Place Where Lost Things Go - Japanese Version,Ayaka Hirahara,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,15
1gYsDtSPAQfk7aBhQVSjd3,Everyday,Perfume,"Perfume The Best ""P Cubed""",2019-09-18,14
7mDzlGemeMVuvkqkPgtSlp,Turning Turtle - Japanese Version,Kaho Shimada,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,7
3se3algxu4fDcB1Dx4mlCS,イカしてる,DURDN,306,2022-01-21,9
75xaCMBLbxuooqjM0iT6da,A Conversation - Japanese Version,Shosuke Tanihara,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,5
77HZTfXaX4OVs7lmKDcqLv,Japanese Girl,Akiko Ikuina,"Nippon ""Ikuina"" Kiko",1989,5
4Pgn0agpo1U0xBoYyCSRve,Trip a Little Light Fantastic (Reprise) - Japanese Version,Katsuhisa Houki,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,3
5ixH8Ij9LwZs7S8ypYWY0n,306,DURDN,306,2022-01-21,8
3IBCPcywOR0nR4HnzBAUR7,The Place Where Lost Things Go (Reprise) - Japanese Version,Shuma Suzuki,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,4
4Q2GxXkFYK8KK4xLFjWXK2,Secret Paradise - 2021 Remaster,CAPSULE,Sugarless GiRL (2021 Remaster),2007-02-21,2
5rb8V8XdWpyI6WxmTriEZw,(Underneath the) Lovely London Sky (Reprise) - Japanese Version,Yuji Kishi,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,4
2Al1DLOlFzPRPaoS5uQOx5,In The Rain - 2021 Remaster,CAPSULE,STEREO WORXXX (2021 Remaster),2012-03-07,3
3oWVbfE4o93JAT7R7nGbxF,Can You Imagine That? - Japanese Version,Ayaka Hirahara,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,11
0EEXoHawr15PLM5lrA72CF,Bet On Me,JUJU,Bet On Me,2023-02-15,28
7M3YX13h3yDXN3mGevCjWS,The Royal Doulton Music Hall - Japanese Version,Ayaka Hirahara,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,11
2d5GHWj2qs6x18m65AWIA7,Japanese-Tokyo-Girl (feat. Hanon & Kotoha),HoneyWorks,KOI-IRO-DOUMEI,2020-01-14,5
3TJoo29cEQEwG3prT1scpA,Trip a Little Light Fantastic - Japanese Version,Yuji Kishi,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,15
3MJpUjsDKBTm0Z4PVWnETC,Hwi hwi - Japanese Ver.,LABOUM,Love Pop Wow!! (初回限定盤B),2019-11-27,0
4WlEwRw3iKuuXbrdGSHFFj,Tsuki no Defune,Tabata Yoshiro,"Japanese Retro Hits - The Fifties, Volume 1",2012-10-02,7
6MAqGu8pIuihEC68fJw3wX,Fresh Adventure - Japanese Ver.,LABOUM,Love Pop Wow!! (初回限定盤B),2019-11-27,0
2QCvkDH8tOAc6RXda0la5C,希望の唄,meiyo,POP SOS,2023-12-06,9
7mgmLfxwmWjnn2fk89SZ8k,Shooting Love - Japanese Ver.,LABOUM,Love Pop Wow!! (初回限定盤B),2019-11-27,0
4v101gQAIXMwRtlWwc6A2u,写真,CAPSULE,ハイカラガール,2001-09-17,3
1BPROja6pSgKihGQDXabGp,Between Us - Japanese Ver.,LABOUM,Love Pop Wow!! (初回限定盤),2019-04-24,0
1ks1SQpLCNZ8x1T2amfuzT,Crystals,YU-KA,Japan Best Hits 2023,2023-12-01,7
5nsXuKloM3Fcnqf7Yyfrje,Between Us - Japanese Ver.,LABOUM,Love Pop Wow!! (初回限定盤B),2019-11-27,0
57o1yGQuvhTJGhR7EIRlIH,city pops,Pop Never Dies,美しく生きていたいだけ,2021-12-08,12
4ZrYyYkjAiUqbirNmFzfsx,Fresh Adventure - Japanese Ver.,LABOUM,Love Pop Wow!!,2019-04-24,4
6xAPTvIYnNL7wKXsfZRSyS,パワーポップソーダ,peanut butters,peanut butters,2021-09-22,16
6zdAjLKTLy3ttXHlQpy0Xu,Shooting Love - Japanese Ver.,LABOUM,Love Pop Wow!!,2019-04-24,2
0fB9qqzExwkYpfK5j1WAPr,渚とサイダー,POP ART TOWN,渚とサイダー,2023-08-09,16
60VJik3tfJrb51g84TMK9U,Fresh Adventure - Japanese Ver.,LABOUM,Love Pop Wow!! (初回限定盤),2019-04-24,0
5KcmQIbkDIGpKorMvchRcV,Kuroyuri no uta,Orii Shigeko,"Japanese Retro Hits - The Fifties, Volume 5",2012-10-04,3
7bHfgO2cAgy7KcuVgOYhXs,Hwi hwi - Japanese Ver.,LABOUM,Love Pop Wow!!,2019-04-24,2
1nRwblA5XoBML5OO37EmPB,FLASH BACK - 2021 Remaster,CAPSULE,FLASH BACK (2021 Remaster),2007-12-05,2
7cVosieVcijBMfsdCLJLi5,Between Us - Japanese Ver.,LABOUM,Love Pop Wow!!,2019-04-24,2
6WSWhJFeKPH9iuHXOGLtGT,Japanese girl,hitomi,LOVE CONCENT,2006-09-27,8
